"","PctRespMA7Days","RespVisits","AdmissionDate","PctResp","AllVisits","PHU","phuname"
"787","8.943089",4,2019-11-28,9.756,41,"HNHU","Haldimand-Norfolk Health Unit"
"788","9.128631",3,2019-11-29,9.375,32,"HNHU","Haldimand-Norfolk Health Unit"
"789","10.424710",5,2019-11-30,12.195,41,"HNHU","Haldimand-Norfolk Health Unit"
"790","11.857708",5,2019-12-01,18.519,27,"HNHU","Haldimand-Norfolk Health Unit"
"791","11.481481",4,2019-12-02,8.163,49,"HNHU","Haldimand-Norfolk Health Unit"
"792","9.454545",0,2019-12-03,0,41,"HNHU","Haldimand-Norfolk Health Unit"
"793","8.988764",3,2019-12-04,8.333,36,"HNHU","Haldimand-Norfolk Health Unit"
"794","9.963100",7,2019-12-05,15.556,45,"HNHU","Haldimand-Norfolk Health Unit"
"795","11.458333",9,2019-12-06,18.367,49,"HNHU","Haldimand-Norfolk Health Unit"
"796","11.347518",4,2019-12-07,11.429,35,"HNHU","Haldimand-Norfolk Health Unit"
"797","11.971831",7,2019-12-08,24.138,29,"HNHU","Haldimand-Norfolk Health Unit"
"798","13.718412",8,2019-12-09,19.048,42,"HNHU","Haldimand-Norfolk Health Unit"
"799","15.073529",3,2019-12-10,8.333,36,"HNHU","Haldimand-Norfolk Health Unit"
"800","14.642857",3,2019-12-11,6.818,44,"HNHU","Haldimand-Norfolk Health Unit"
"801","14.598540",6,2019-12-12,15.385,39,"HNHU","Haldimand-Norfolk Health Unit"
"802","15.384615",9,2019-12-13,25.714,35,"HNHU","Haldimand-Norfolk Health Unit"
"803","15.354331",3,2019-12-14,10.345,29,"HNHU","Haldimand-Norfolk Health Unit"
"804","14.652015",8,2019-12-15,16.667,48,"HNHU","Haldimand-Norfolk Health Unit"
"805","13.309353",5,2019-12-16,10.638,47,"HNHU","Haldimand-Norfolk Health Unit"
"806","14.137931",7,2019-12-17,14.583,48,"HNHU","Haldimand-Norfolk Health Unit"
"807","15.699659",8,2019-12-18,17.021,47,"HNHU","Haldimand-Norfolk Health Unit"
"808","17.064846",10,2019-12-19,25.641,39,"HNHU","Haldimand-Norfolk Health Unit"
"809","16.333333",8,2019-12-20,19.048,42,"HNHU","Haldimand-Norfolk Health Unit"
"810","16.611296",4,2019-12-21,13.333,30,"HNHU","Haldimand-Norfolk Health Unit"
"811","16.428571",4,2019-12-22,14.815,27,"HNHU","Haldimand-Norfolk Health Unit"
"812","16.666667",6,2019-12-23,12.245,49,"HNHU","Haldimand-Norfolk Health Unit"
"813","16.216216",2,2019-12-24,8,25,"HNHU","Haldimand-Norfolk Health Unit"
"814","15.481172",3,2019-12-25,11.111,27,"HNHU","Haldimand-Norfolk Health Unit"
"815","13.807531",6,2019-12-26,15.385,39,"HNHU","Haldimand-Norfolk Health Unit"
"816","12.244898",5,2019-12-27,10.417,48,"HNHU","Haldimand-Norfolk Health Unit"
"817","12.903226",6,2019-12-28,18.182,33,"HNHU","Haldimand-Norfolk Health Unit"
"818","14.285714",10,2019-12-29,22.222,45,"HNHU","Haldimand-Norfolk Health Unit"
"819","15.671642",10,2019-12-30,19.608,51,"HNHU","Haldimand-Norfolk Health Unit"
"820","15.547703",4,2019-12-31,10,40,"HNHU","Haldimand-Norfolk Health Unit"
"821","17.114094",10,2020-01-01,23.81,42,"HNHU","Haldimand-Norfolk Health Unit"
"822","16.556291",5,2020-01-02,11.628,43,"HNHU","Haldimand-Norfolk Health Unit"
"823","17.013889",4,2020-01-03,11.765,34,"HNHU","Haldimand-Norfolk Health Unit"
"824","16.387960",6,2020-01-04,13.636,44,"HNHU","Haldimand-Norfolk Health Unit"
"825","16.151203",8,2020-01-05,21.622,37,"HNHU","Haldimand-Norfolk Health Unit"
"826","13.978495",2,2020-01-06,5.128,39,"HNHU","Haldimand-Norfolk Health Unit"
"827","13.919414",3,2020-01-07,8.824,34,"HNHU","Haldimand-Norfolk Health Unit"
"828","11.764706",4,2020-01-08,9.756,41,"HNHU","Haldimand-Norfolk Health Unit"
"829","12.359551",6,2020-01-09,15.789,38,"HNHU","Haldimand-Norfolk Health Unit"
"830","11.278195",1,2020-01-10,3.03,33,"HNHU","Haldimand-Norfolk Health Unit"
"831","11.194030",6,2020-01-11,13.043,46,"HNHU","Haldimand-Norfolk Health Unit"
"832","11.594203",10,2020-01-12,22.222,45,"HNHU","Haldimand-Norfolk Health Unit"
"833","12.274368",4,2020-01-13,10,40,"HNHU","Haldimand-Norfolk Health Unit"
"834","12.996390",5,2020-01-14,14.706,34,"HNHU","Haldimand-Norfolk Health Unit"
"835","12.313433",1,2020-01-15,3.125,32,"HNHU","Haldimand-Norfolk Health Unit"
"836","11.636364",5,2020-01-16,11.111,45,"HNHU","Haldimand-Norfolk Health Unit"
"837","12.455516",4,2020-01-17,10.256,39,"HNHU","Haldimand-Norfolk Health Unit"
"838","12.500000",3,2020-01-18,14.286,21,"HNHU","Haldimand-Norfolk Health Unit"
"839","11.111111",5,2020-01-19,15.625,32,"HNHU","Haldimand-Norfolk Health Unit"
"840","12.396694",7,2020-01-20,17.949,39,"HNHU","Haldimand-Norfolk Health Unit"
"841","14.007782",11,2020-01-21,22.449,49,"HNHU","Haldimand-Norfolk Health Unit"
"842","15.267176",5,2020-01-22,13.514,37,"HNHU","Haldimand-Norfolk Health Unit"
"843","16.000000",5,2020-01-23,15.152,33,"HNHU","Haldimand-Norfolk Health Unit"
"844","16.917293",9,2020-01-24,16.364,55,"HNHU","Haldimand-Norfolk Health Unit"
"845","16.254417",4,2020-01-25,10.526,38,"HNHU","Haldimand-Norfolk Health Unit"
"846","15.770609",3,2020-01-26,10.714,28,"HNHU","Haldimand-Norfolk Health Unit"
"847","14.855072",4,2020-01-27,11.111,36,"HNHU","Haldimand-Norfolk Health Unit"
"848","12.043796",3,2020-01-28,6.383,47,"HNHU","Haldimand-Norfolk Health Unit"
"849","11.870504",5,2020-01-29,12.195,41,"HNHU","Haldimand-Norfolk Health Unit"
"850","12.274368",6,2020-01-30,18.75,32,"HNHU","Haldimand-Norfolk Health Unit"
"851","12.274368",9,2020-01-31,16.364,55,"HNHU","Haldimand-Norfolk Health Unit"
"852","12.635379",5,2020-02-01,13.158,38,"HNHU","Haldimand-Norfolk Health Unit"
"853","12.544803",3,2020-02-02,10,30,"HNHU","Haldimand-Norfolk Health Unit"
"854","13.333333",7,2020-02-03,16.667,42,"HNHU","Haldimand-Norfolk Health Unit"
"855","14.606742",4,2020-02-04,13.793,29,"HNHU","Haldimand-Norfolk Health Unit"
"856","14.552239",5,2020-02-05,11.905,42,"HNHU","Haldimand-Norfolk Health Unit"
"857","13.333333",3,2020-02-06,8.824,34,"HNHU","Haldimand-Norfolk Health Unit"
"858","11.507937",2,2020-02-07,5.405,37,"HNHU","Haldimand-Norfolk Health Unit"
"859","10.931174",3,2020-02-08,9.091,33,"HNHU","Haldimand-Norfolk Health Unit"
"860","10.980392",4,2020-02-09,10.526,38,"HNHU","Haldimand-Norfolk Health Unit"
"861","10.852713",7,2020-02-10,15.556,45,"HNHU","Haldimand-Norfolk Health Unit"
"862","11.320755",6,2020-02-11,16.667,36,"HNHU","Haldimand-Norfolk Health Unit"
"863","10.384615",2,2020-02-12,5.405,37,"HNHU","Haldimand-Norfolk Health Unit"
"864","11.610487",7,2020-02-13,17.073,41,"HNHU","Haldimand-Norfolk Health Unit"
"865","12.452830",4,2020-02-14,11.429,35,"HNHU","Haldimand-Norfolk Health Unit"
"866","11.235955",0,2020-02-15,0,35,"HNHU","Haldimand-Norfolk Health Unit"
"867","10.948905",4,2020-02-16,8.889,45,"HNHU","Haldimand-Norfolk Health Unit"
"868","10.583942",6,2020-02-17,13.333,45,"HNHU","Haldimand-Norfolk Health Unit"
"869","9.929078",5,2020-02-18,11.364,44,"HNHU","Haldimand-Norfolk Health Unit"
"870","10.247350",3,2020-02-19,7.895,38,"HNHU","Haldimand-Norfolk Health Unit"
"871","9.090909",3,2020-02-20,9.091,33,"HNHU","Haldimand-Norfolk Health Unit"
"872","8.791209",3,2020-02-21,9.091,33,"HNHU","Haldimand-Norfolk Health Unit"
"873","9.701493",2,2020-02-22,6.667,30,"HNHU","Haldimand-Norfolk Health Unit"
"874","10.358566",4,2020-02-23,14.286,28,"HNHU","Haldimand-Norfolk Health Unit"
"875","10.245902",5,2020-02-24,13.158,38,"HNHU","Haldimand-Norfolk Health Unit"
"876","10.300429",4,2020-02-25,12.121,33,"HNHU","Haldimand-Norfolk Health Unit"
"877","9.734513",1,2020-02-26,3.226,31,"HNHU","Haldimand-Norfolk Health Unit"
"878","9.909910",3,2020-02-27,10.345,29,"HNHU","Haldimand-Norfolk Health Unit"
"879","11.522634",9,2020-02-28,16.667,54,"HNHU","Haldimand-Norfolk Health Unit"
"880","13.095238",7,2020-02-29,17.949,39,"HNHU","Haldimand-Norfolk Health Unit"
"881","14.232210",9,2020-03-01,20.93,43,"HNHU","Haldimand-Norfolk Health Unit"
"882","13.090909",3,2020-03-02,6.522,46,"HNHU","Haldimand-Norfolk Health Unit"
"883","12.027491",3,2020-03-03,6.122,49,"HNHU","Haldimand-Norfolk Health Unit"
"884","12.416107",3,2020-03-04,7.895,38,"HNHU","Haldimand-Norfolk Health Unit"
"885","12.956811",5,2020-03-05,15.625,32,"HNHU","Haldimand-Norfolk Health Unit"
"886","11.111111",1,2020-03-06,3.125,32,"HNHU","Haldimand-Norfolk Health Unit"
"887","11.070111",6,2020-03-07,19.355,31,"HNHU","Haldimand-Norfolk Health Unit"
"888","9.126984",2,2020-03-08,8.333,24,"HNHU","Haldimand-Norfolk Health Unit"
"889","8.870968",2,2020-03-09,4.762,42,"HNHU","Haldimand-Norfolk Health Unit"
"890","11.914894",9,2020-03-10,25,36,"HNHU","Haldimand-Norfolk Health Unit"
"891","12.244898",5,2020-03-11,10.417,48,"HNHU","Haldimand-Norfolk Health Unit"
"892","13.654618",9,2020-03-12,25,36,"HNHU","Haldimand-Norfolk Health Unit"
"893","16.269841",8,2020-03-13,22.857,35,"HNHU","Haldimand-Norfolk Health Unit"
"894","16.666667",8,2020-03-14,21.622,37,"HNHU","Haldimand-Norfolk Health Unit"
"895","16.929134",2,2020-03-15,10,20,"HNHU","Haldimand-Norfolk Health Unit"
"896","19.665272",6,2020-03-16,22.222,27,"HNHU","Haldimand-Norfolk Health Unit"
"897","17.167382",2,2020-03-17,6.667,30,"HNHU","Haldimand-Norfolk Health Unit"
"898","18.840580",4,2020-03-18,18.182,22,"HNHU","Haldimand-Norfolk Health Unit"
"899","16.666667",1,2020-03-19,6.667,15,"HNHU","Haldimand-Norfolk Health Unit"
"900","15.976331",4,2020-03-20,22.222,18,"HNHU","Haldimand-Norfolk Health Unit"
"901","11.793612",48,2019-09-23,11.794,407,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"902","9.491979",23,2019-09-24,6.745,341,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"903","8.454545",22,2019-09-25,6.25,352,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"904","7.912688",23,2019-09-26,6.284,366,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"905","7.456140",20,2019-09-27,5.587,358,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"906","7.361963",20,2019-09-28,6.78,295,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"907","7.505155",26,2019-09-29,8.497,306,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"908","7.312996",41,2019-09-30,10.933,375,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"909","7.538526",29,2019-10-01,8.309,349,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"910","7.788945",27,2019-10-02,7.965,339,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"911","7.834878",23,2019-10-03,6.534,352,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"912","8.304795",28,2019-10-04,8.75,320,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"913","8.704974",29,2019-10-05,9.966,291,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"914","9.331061",42,2019-10-06,13.084,321,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"915","9.596603",48,2019-10-07,12.533,383,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"916","9.282700",23,2019-10-08,6.319,364,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"917","9.330544",30,2019-10-09,8.357,359,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"918","9.501689",25,2019-10-10,7.576,330,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"919","9.543568",33,2019-10-11,9.116,362,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"920","9.480249",27,2019-10-12,9.441,286,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"921","9.281814",35,2019-10-13,11.785,297,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"922","9.200344",41,2019-10-14,12.5,328,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"923","9.379015",28,2019-10-15,7.507,373,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"924","9.423408",30,2019-10-16,8.621,348,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"925","9.614552",28,2019-10-17,8.889,315,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"926","9.559144",30,2019-10-18,8.721,344,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"927","9.777968",37,2019-10-19,10.979,337,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"928","9.582102",33,2019-10-20,10.185,324,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"929","9.430094",44,2019-10-21,11.055,398,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"930","9.983498",40,2019-10-22,11.173,358,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"931","10.413223",40,2019-10-23,11.628,344,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"932","10.513347",32,2019-10-24,9.697,330,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"933","10.502656",31,2019-10-25,8.708,356,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"934","10.488926",31,2019-10-26,10.954,283,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"935","10.475793",33,2019-10-27,10.092,327,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"936","10.246759",38,2019-10-28,9.669,393,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"937","9.974747",32,2019-10-29,9.329,343,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"938","9.719864",32,2019-10-30,9.877,324,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"939","9.343764",18,2019-10-31,6.545,275,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"940","9.694555",35,2019-11-01,11.146,314,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"941","9.567901",29,2019-11-02,9.932,292,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"942","9.625668",32,2019-11-03,10.561,303,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"943","9.643984",36,2019-11-04,9.783,368,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"944","9.896536",38,2019-11-05,10.951,347,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"945","10.357470",38,2019-11-06,13.428,283,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"946","10.604693",27,2019-11-07,8.738,309,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"947","10.679178",39,2019-11-08,11.607,336,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"948","10.887996",34,2019-11-09,11.525,295,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"949","10.924370",35,2019-11-10,10.836,323,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"950","10.864645",29,2019-11-11,9.177,316,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"951","10.828320",32,2019-11-12,10.702,299,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"952","10.264599",29,2019-11-13,9.236,314,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"953","10.327340",26,2019-11-14,9.091,286,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"954","10.028249",28,2019-11-15,9.622,291,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"955","10.267431",36,2019-11-16,13.585,265,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"956","10.235464",33,2019-11-17,10.645,310,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"957","10.171920",29,2019-11-18,8.815,329,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"958","9.818875",25,2019-11-19,8.251,303,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"959","9.905660",33,2019-11-20,9.821,336,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"960","9.578368",25,2019-11-21,7.184,348,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"961","9.910714",41,2019-11-22,11.748,349,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"962","9.335727",22,2019-11-23,8.696,253,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"963","9.504320",34,2019-11-24,12.1,281,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"964","9.208762",26,2019-11-25,7.084,367,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"965","9.078947",26,2019-11-26,7.514,346,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"966","9.143364",32,2019-11-27,10.356,309,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"967","9.523810",33,2019-11-28,9.649,342,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"968","8.751139",19,2019-11-29,6.419,296,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"969","8.831522",25,2019-11-30,9.363,267,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"970","8.687616",27,2019-12-01,11.392,237,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"971","8.902496",27,2019-12-02,8.282,326,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"972","9.389895",34,2019-12-03,10.592,321,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"973","9.494275",34,2019-12-04,11.075,307,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"974","9.452254",29,2019-12-05,9.385,309,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"975","9.985387",29,2019-12-06,10.14,286,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"976","10.272639",31,2019-12-07,11.567,268,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"977","9.985735",26,2019-12-08,9.091,286,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"978","10.606762",46,2019-12-09,12.042,382,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"979","10.482375",31,2019-12-10,9.748,318,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"980","10.414747",34,2019-12-11,10.592,321,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"981","10.265811",27,2019-12-12,8.411,321,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"982","9.864865",24,2019-12-13,7.407,324,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"983","9.724107",27,2019-12-14,10.425,259,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"984","10.770617",50,2019-12-15,17.007,294,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"985","10.876404",49,2019-12-16,12.629,388,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"986","11.369622",48,2019-12-17,12.938,371,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"987","11.135759",26,2019-12-18,8.754,297,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"988","11.619560",35,2019-12-19,11.824,296,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"989","12.308386",38,2019-12-20,12.141,313,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"990","12.962963",48,2019-12-21,15.534,309,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"991","12.808308",52,2019-12-22,15.43,337,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"992","13.911906",72,2019-12-23,19.459,370,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"993","13.950339",38,2019-12-24,12.969,293,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"994","15.107577",40,2019-12-25,18.182,220,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"995","16.360377",77,2019-12-26,19.794,389,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"996","17.007395",64,2019-12-27,16.798,381,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"997","17.767363",74,2019-12-28,20.728,357,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"998","18.910933",83,2019-12-29,23.12,359,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"999","18.377693",59,2019-12-30,16.033,368,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1000","19.387755",78,2019-12-31,20.745,376,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1001","20.062451",79,2020-01-01,23.795,332,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1002","19.759317",72,2020-01-02,17.866,403,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1003","19.929660",65,2020-01-03,17.857,364,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1004","20.226917",81,2020-01-04,22.881,354,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1005","20.244191",80,2020-01-05,23.392,342,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1006","19.763780",47,2020-01-06,12.737,369,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1007","18.597194",40,2020-01-07,12.085,331,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1008","17.085020",37,2020-01-08,12.052,307,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1009","15.811431",29,2020-01-09,8.788,330,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1010","15.290131",47,2020-01-10,14.329,328,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1011","14.205039",47,2020-01-11,15.932,295,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1012","12.744227",40,2020-01-12,13.699,292,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1013","12.326311",35,2020-01-13,10.057,348,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1014","12.206148",35,2020-01-14,11.218,312,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1015","12.381383",41,2020-01-15,13.312,308,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1016","12.301407",26,2020-01-16,8.125,320,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1017","11.788991",33,2020-01-17,10.82,305,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1018","11.450382",30,2020-01-18,14.218,211,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1019","11.898017",52,2020-01-19,16.561,314,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1020","11.840228",32,2020-01-20,9.61,333,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1021","11.676083",34,2020-01-21,10.21,333,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1022","11.276794",35,2020-01-22,10.606,330,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1023","11.645450",31,2020-01-23,10.508,295,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1024","11.962617",42,2020-01-24,12.963,324,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1025","12.030755",40,2020-01-25,14.184,282,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1026","12.007250",51,2020-01-26,16.452,310,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1027","12.623098",49,2020-01-27,13.611,360,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1028","13.581354",55,2020-01-28,16.667,330,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1029","13.914989",43,2020-01-29,12.874,334,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1030","14.100848",36,2020-01-30,11.96,301,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1031","14.014147",43,2020-01-31,12.464,345,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1032","14.043478",46,2020-02-01,14.375,320,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1033","13.909609",45,2020-02-02,15.571,289,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1034","13.733333",41,2020-02-03,12.387,331,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1035","12.754650",34,2020-02-04,10.059,338,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1036","13.501549",60,2020-02-05,17.91,335,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1037","13.908451",47,2020-02-06,14.968,314,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1038","14.125561",42,2020-02-07,13.861,303,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1039","13.560091",30,2020-02-08,10.169,295,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1040","13.506139",43,2020-02-09,15.194,283,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1041","13.810392",47,2020-02-10,14.417,326,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1042","14.010106",36,2020-02-11,11.215,321,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1043","13.075849",36,2020-02-12,11.726,307,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1044","12.552497",35,2020-02-13,11.364,308,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
"1045","12.166589",33,2020-02-14,11.111,297,"HKPRDHU","Haliburton, Kawartha, Pine Ridge District Health Unit"
