"","PctRespMA7Days","RespVisits","AllVisits","AdmissionDate","PctResp","Phu","PhuName","HUID","CutoffGreen","CutoffRed"
"1483",0.10886541,36,329,2019-11-04,0.10942,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1484",0.11435185,36,292,2019-11-05,0.12329,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1485",0.12440191,32,271,2019-11-06,0.11808,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1486",0.12722892,34,269,2019-11-07,0.12639,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1487",0.12311436,28,299,2019-11-08,0.09365,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1488",0.10973801,17,267,2019-11-09,0.06367,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1489",0.11618669,51,287,2019-11-10,0.1777,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1490",0.12046963,38,274,2019-11-11,0.13869,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1491",0.11162551,17,277,2019-11-12,0.06137,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1492",0.1122449,35,287,2019-11-13,0.12195,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1493",0.10899046,31,300,2019-11-14,0.10333,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1494",0.11278195,36,303,2019-11-15,0.11881,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1495",0.12410623,35,230,2019-11-16,0.15217,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1496",0.11370717,27,255,2019-11-17,0.10588,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1497",0.11240506,41,323,2019-11-18,0.12693,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1498",0.11696787,28,294,2019-11-19,0.09524,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1499",0.11694747,38,313,2019-11-20,0.12141,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1500",0.11738484,32,301,2019-11-21,0.10631,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1501",0.11935167,42,320,2019-11-22,0.13125,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1502",0.11744804,35,263,2019-11-23,0.13308,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1503",0.12112542,38,283,2019-11-24,0.13428,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1504",0.11540296,29,323,2019-11-25,0.08978,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1505",0.11739544,33,301,2019-11-26,0.10963,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1506",0.11547676,32,296,2019-11-27,0.10811,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1507",0.11650024,36,317,2019-11-28,0.11356,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1508",0.11228407,31,301,2019-11-29,0.10299,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1509",0.10766338,30,306,2019-11-30,0.09804,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1510",0.10664081,29,219,2019-12-01,0.13242,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1511",0.10406343,19,278,2019-12-02,0.06835,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1512",0.1030213,31,302,2019-12-03,0.10265,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1513",0.10473815,34,282,2019-12-04,0.12057,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1514",0.10619919,35,280,2019-12-05,0.125,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1515",0.10747664,29,259,2019-12-06,0.11197,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1516",0.10932476,27,246,2019-12-07,0.10976,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1517",0.10366168,26,292,2019-12-08,0.08904,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1518",0.11283852,43,333,2019-12-09,0.12913,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1519",0.11037975,24,283,2019-12-10,0.08481,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1520",0.1040724,23,296,2019-12-11,0.0777,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1521",0.10096398,27,262,2019-12-12,0.10305,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1522",0.09905894,30,307,2019-12-13,0.09772,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1523",0.10044754,29,238,2019-12-14,0.12185,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1524",0.10605303,36,280,2019-12-15,0.12857,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1525",0.10040161,31,326,2019-12-16,0.09509,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1526",0.10229541,29,295,2019-12-17,0.09831,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1527",0.10898083,34,274,2019-12-18,0.12409,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1528",0.11528695,38,249,2019-12-19,0.15261,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1529",0.11995916,38,297,2019-12-20,0.12795,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1530",0.12655087,49,294,2019-12-21,0.16667,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1531",0.13805047,60,286,2019-12-22,0.20979,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1532",0.14427861,42,315,2019-12-23,0.13333,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1533",0.1509434,35,246,2019-12-24,0.14228,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1534",0.15652626,39,236,2019-12-25,0.16525,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1535",0.16297787,61,314,2019-12-26,0.19427,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1536",0.17137293,66,363,2019-12-27,0.18182,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1537",0.17985948,81,375,2019-12-28,0.216,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1538",0.18438078,75,315,2019-12-29,0.2381,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1539",0.1852699,48,337,2019-12-30,0.14243,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1540",0.18741751,56,333,2019-12-31,0.16817,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1541",0.19083649,67,342,2020-01-01,0.19591,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1542",0.1926078,76,370,2020-01-02,0.20541,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1543",0.19227609,65,362,2020-01-03,0.17956,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1544",0.18369932,48,309,2020-01-04,0.15534,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1545",0.17990752,68,326,2020-01-05,0.20859,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1546",0.1804796,49,335,2020-01-06,0.14627,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1547",0.18039713,54,323,2020-01-07,0.16718,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1548",0.1695279,35,305,2020-01-08,0.11475,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1549",0.15518784,28,276,2020-01-09,0.10145,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1550",0.14871795,37,271,2020-01-10,0.13653,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1551",0.1457935,34,256,2020-01-11,0.13281,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1552",0.12964824,21,224,2020-01-12,0.09375,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1553",0.12799592,42,306,2020-01-13,0.13725,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1554",0.124871,45,300,2020-01-14,0.15,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1555",0.13010204,48,327,2020-01-15,0.14679,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1556",0.13347023,33,264,2020-01-16,0.125,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1557",0.13542193,45,302,2020-01-17,0.14901,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1558",0.13884635,38,236,2020-01-18,0.16102,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1559",0.15098138,49,252,2020-01-19,0.19444,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1560",0.14864865,39,317,2020-01-20,0.12303,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1561",0.14686717,41,297,2020-01-21,0.13805,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1562",0.14959432,50,304,2020-01-22,0.16447,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1563",0.14943097,40,313,2020-01-23,0.1278,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1564",0.14713217,38,286,2020-01-24,0.13287,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1565",0.14542729,34,232,2020-01-25,0.14655,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1566",0.14012739,44,292,2020-01-26,0.15068,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1567",0.14327628,46,321,2020-01-27,0.1433,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1568",0.14459591,45,306,2020-01-28,0.14706,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1569",0.13759214,33,285,2020-01-29,0.11579,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1570",0.14157527,44,284,2020-01-30,0.15493,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1571",0.13893053,32,281,2020-01-31,0.11388,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1572",0.14070839,46,292,2020-02-01,0.15753,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1573",0.13669413,36,294,2020-02-02,0.12245,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1574",0.13907285,58,372,2020-02-03,0.15591,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1575",0.13425047,34,300,2020-02-04,0.11333,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1576",0.13517306,39,315,2020-02-05,0.12381,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1577",0.12593284,25,290,2020-02-06,0.08621,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1578",0.13346044,42,235,2020-02-07,0.17872,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1579",0.13168124,37,252,2020-02-08,0.14683,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1580",0.13811881,44,256,2020-02-09,0.17188,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1581",0.12962025,35,327,2020-02-10,0.10703,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1582",0.12974359,31,275,2020-02-11,0.11273,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1583",0.13116474,36,271,2020-02-12,0.13284,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1584",0.13791295,38,291,2020-02-13,0.13058,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1585",0.13190824,32,246,2020-02-14,0.13008,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1586",0.12722513,27,244,2020-02-15,0.11066,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1587",0.13074935,54,281,2020-02-16,0.19217,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1588",0.14128728,52,303,2020-02-17,0.17162,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1589",0.14085239,32,288,2020-02-18,0.11111,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1590",0.14138817,40,292,2020-02-19,0.13699,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1591",0.13752556,32,302,2020-02-20,0.10596,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1592",0.1333997,31,299,2020-02-21,0.10368,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1593",0.13605108,36,271,2020-02-22,0.13284,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1594",0.13339825,51,299,2020-02-23,0.17057,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1595",0.12663755,39,310,2020-02-24,0.12581,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1596",0.1262602,34,310,2020-02-25,0.10968,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1597",0.12113781,24,248,2020-02-26,0.09677,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1598",0.12006003,25,262,2020-02-27,0.09542,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1599",0.12417971,37,281,2020-02-28,0.13167,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1600",0.12086259,31,284,2020-02-29,0.10915,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1601",0.12098394,51,297,2020-03-01,0.17172,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1602",0.12306926,45,325,2020-03-02,0.13846,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1603",0.1210447,28,294,2020-03-03,0.09524,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1604",0.11798839,27,325,2020-03-04,0.08308,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1605",0.1196948,32,291,2020-03-05,0.10997,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1606",0.1223227,43,285,2020-03-06,0.15088,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1607",0.12427746,32,259,2020-03-07,0.12355,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1608",0.11903614,40,296,2020-03-08,0.13514,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1609",0.1165941,39,317,2020-03-09,0.12303,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1610",0.1268151,49,293,2020-03-10,0.16724,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1611",0.13513514,40,294,2020-03-11,0.13605,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1612",0.1363411,32,273,2020-03-12,0.11722,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1613",0.14220877,50,251,2020-03-13,0.1992,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1614",0.14612585,31,199,2020-03-14,0.15578,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1615",0.15172786,40,225,2020-03-15,0.17778,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1616",0.15792442,38,238,2020-03-16,0.15966,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1617",0.15421399,27,193,2020-03-17,0.1399,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1618",0.1585597,33,204,2020-03-18,0.16176,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1619",0.16010855,17,164,2020-03-19,0.10366,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1620",0.15622801,36,198,2020-03-20,0.18182,"HPE","Hastings and Prince Edward Counties Health Unit","2238",14,20
"1621",0.08379888,15,179,2019-09-23,0.0838,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1622",0.07692308,12,172,2019-09-24,0.06977,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1623",0.08076923,15,169,2019-09-25,0.08876,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1624",0.07256894,8,169,2019-09-26,0.04734,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1625",0.06928406,10,177,2019-09-27,0.0565,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1626",0.0803485,23,167,2019-09-28,0.13772,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1627",0.09292763,30,183,2019-09-29,0.16393,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1628",0.09367297,16,180,2019-09-30,0.08889,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1629",0.09876543,18,170,2019-10-01,0.10588,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1630",0.09515997,11,173,2019-10-02,0.06358,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1631",0.10457516,20,174,2019-10-03,0.11494,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1632",0.10552764,8,147,2019-10-04,0.05442,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1633",0.1021097,18,158,2019-10-05,0.11392,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1634",0.08940972,12,150,2019-10-06,0.08,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1635",0.08613264,13,189,2019-10-07,0.06878,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1636",0.08098892,13,182,2019-10-08,0.07143,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1637",0.07989691,9,164,2019-10-09,0.05488,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1638",0.07228916,11,172,2019-10-10,0.06395,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1639",0.07731521,15,162,2019-10-11,0.09259,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1640",0.07561597,16,158,2019-10-12,0.10127,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1641",0.07737595,15,162,2019-10-13,0.09259,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1642",0.08571429,23,190,2019-10-14,0.12105,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1643",0.08915055,17,181,2019-10-15,0.09392,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1644",0.09958159,22,170,2019-10-16,0.12941,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1645",0.10553191,16,152,2019-10-17,0.10526,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1646",0.10810811,19,171,2019-10-18,0.11111,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1647",0.10796915,14,141,2019-10-19,0.09929,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1648",0.11262799,21,167,2019-10-20,0.12575,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1649",0.10938846,18,179,2019-10-21,0.10056,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1650",0.11120841,17,162,2019-10-22,0.10494,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1651",0.10974539,20,167,2019-10-23,0.11976,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1652",0.10652921,15,177,2019-10-24,0.08475,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1653",0.10475352,14,143,2019-10-25,0.0979,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1654",0.10274579,11,134,2019-10-26,0.08209,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1655",0.10691824,24,151,2019-10-27,0.15894,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1656",0.10304659,14,182,2019-10-28,0.07692,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1657",0.09859155,14,182,2019-10-29,0.07692,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1658",0.09430605,14,155,2019-10-30,0.09032,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1659",0.09124088,9,149,2019-10-31,0.0604,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1660",0.09214092,16,154,2019-11-01,0.1039,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1661",0.09680284,18,153,2019-11-02,0.11765,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1662",0.09860384,28,171,2019-11-03,0.16374,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1663",0.10238305,17,169,2019-11-04,0.10059,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1664",0.11071107,21,160,2019-11-05,0.13125,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1665",0.11281588,16,152,2019-11-06,0.10526,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1666",0.12064343,19,160,2019-11-07,0.11875,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1667",0.11801242,14,162,2019-11-08,0.08642,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1668",0.1214539,22,154,2019-11-09,0.14286,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1669",0.10789474,14,183,2019-11-10,0.0765,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1670",0.11697449,27,166,2019-11-11,0.16265,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1671",0.11052166,13,154,2019-11-12,0.08442,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1672",0.10692375,13,162,2019-11-13,0.08025,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1673",0.10619469,17,149,2019-11-14,0.11409,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1674",0.11091393,19,159,2019-11-15,0.1195,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1675",0.10600707,17,159,2019-11-16,0.10692,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1676",0.11367837,17,133,2019-11-17,0.12782,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1677",0.10756609,22,181,2019-11-18,0.12155,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1678",0.11170688,20,176,2019-11-19,0.11364,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1679",0.11594203,16,147,2019-11-20,0.10884,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1680",0.11101001,11,144,2019-11-21,0.07639,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1681",0.1112124,19,157,2019-11-22,0.12102,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1682",0.11181244,19,171,2019-11-23,0.11111,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1683",0.11401218,24,173,2019-11-24,0.13873,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1684",0.11349957,23,195,2019-11-25,0.11795,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1685",0.11849957,27,186,2019-11-26,0.14516,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1686",0.12236287,22,159,2019-11-27,0.13836,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1687",0.12009804,13,183,2019-11-28,0.07104,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1688",0.11832375,16,150,2019-11-29,0.10667,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1689",0.11606392,13,143,2019-11-30,0.09091,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1690",0.11035654,16,162,2019-12-01,0.09877,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1691",0.10632689,14,155,2019-12-02,0.09032,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1692",0.10216998,19,154,2019-12-03,0.12338,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1693",0.09630963,16,164,2019-12-04,0.09756,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1694",0.10462963,19,152,2019-12-05,0.125,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1695",0.10628466,18,152,2019-12-06,0.11842,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1696",0.1155268,23,143,2019-12-07,0.16084,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1697",0.11781076,18,158,2019-12-08,0.11392,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1698",0.11371841,13,185,2019-12-09,0.07027,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1699",0.11091393,18,173,2019-12-10,0.10405,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1700",0.11071429,15,157,2019-12-11,0.09554,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1701",0.1159292,26,162,2019-12-12,0.16049,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1702",0.11873351,22,159,2019-12-13,0.13836,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1703",0.11842105,23,146,2019-12-14,0.15753,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1704",0.11968777,21,171,2019-12-15,0.12281,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1705",0.12597066,21,191,2019-12-16,0.10995,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1706",0.1313933,21,148,2019-12-17,0.14189,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1707",0.13210849,17,166,2019-12-18,0.10241,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1708",0.12863436,21,154,2019-12-19,0.13636,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1709",0.12917399,23,162,2019-12-20,0.14198,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1710",0.14053128,40,175,2019-12-21,0.22857,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1711",0.16380789,48,170,2019-12-22,0.28235,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1712",0.17616126,31,166,2019-12-23,0.18675,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1713",0.17339056,22,172,2019-12-24,0.12791,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1714",0.18890815,33,155,2019-12-25,0.2129,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1715",0.19630872,37,192,2019-12-26,0.19271,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1716",0.19886823,35,207,2019-12-27,0.16908,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1717",0.19757085,38,173,2019-12-28,0.21965,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1718",0.1842317,33,178,2019-12-29,0.18539,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1719",0.18359375,37,203,2019-12-30,0.18227,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1720",0.19077901,27,150,2019-12-31,0.18,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1721",0.19485581,43,180,2020-01-01,0.23889,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1722",0.19501134,45,232,2020-01-02,0.19397,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1723",0.19506554,30,181,2020-01-03,0.16575,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1724",0.18509985,26,178,2020-01-04,0.14607,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1725",0.19367284,43,172,2020-01-05,0.25,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1726",0.18891491,28,188,2020-01-06,0.14894,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1727",0.18904321,30,165,2020-01-07,0.18182,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1728",0.17140661,21,185,2020-01-08,0.11351,"CKPHS","Chatham-Kent Health Unit","2240",15,21
"1729",0.15971108,21,177,2020-01-09,0.11864,"CKPHS","Chatham-Kent Health Unit","2240",15,21
